caller_file,caller_symbol,target_file,target_symbol,confidence,line_start,line_end,target_evidence
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,normalizeText,medium,369,369,src/services/group-governance-service.ts:820
src/services/group-governance-service.ts,createHandoff,unresolved:Number.isInteger,Number.isInteger,low,371,371,
src/services/group-governance-service.ts,createHandoff,unresolved:Number.isInteger,Number.isInteger,low,373,373,
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,authorize,medium,374,374,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,createHandoff,unresolved:randomUUID,randomUUID,low,376,376,
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,transaction,medium,377,380,src/services/group-governance-service.ts:768
src/services/group-governance-service.ts,createHandoff,"unresolved:this.database().prepare('INSERT INTO governance_handoffs (id, group_jid, scope, status, offered_by_hash, claimant_hash, evidence_count, revision, expires_at, created_at, updated_at) VALUES (?, ?, ?, \'offered\', ?, NULL, ?, 1, ?, ?, ?)').run","this.database().prepare('INSERT INTO governance_handoffs (id, group_jid, scope, status, offered_by_hash, claimant_hash, evidence_count, revision, expires_at, created_at, updated_at) VALUES (?, ?, ?, \'offered\', ?, NULL, ?, 1, ?, ?, ?)').run",low,378,378,
src/services/group-governance-service.ts,createHandoff,unresolved:this.database().prepare,this.database().prepare,low,378,378,
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,database,medium,378,378,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,hashText,medium,378,378,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,getHandoff,medium,379,379,src/services/group-governance-service.ts:402
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,audit,medium,381,381,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,createHandoff,src/services/group-governance-service.ts,hashText,medium,381,381,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,transitionHandoff,unresolved:this.clock,this.clock,low,385,385,
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,validateGroupJid,medium,386,386,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,validateJid,medium,387,387,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,validateIdentifier,medium,388,388,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,authorize,medium,389,389,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,transaction,medium,391,399,src/services/group-governance-service.ts:768
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,getHandoff,medium,392,392,src/services/group-governance-service.ts:402
src/services/group-governance-service.ts,transitionHandoff,"unresolved:this.database().prepare('UPDATE governance_handoffs SET status = ?, claimant_hash = ?, revision = revision + 1, updated_at = ? WHERE id = ? AND group_jid = ? AND status = \'offered\' AND revision = ?').run","this.database().prepare('UPDATE governance_handoffs SET status = ?, claimant_hash = ?, revision = revision + 1, updated_at = ? WHERE id = ? AND group_jid = ? AND status = \'offered\' AND revision = ?').run",low,394,394,
src/services/group-governance-service.ts,transitionHandoff,unresolved:this.database().prepare,this.database().prepare,low,394,394,
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,database,medium,394,394,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,hashText,medium,394,394,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,getHandoff,medium,396,396,src/services/group-governance-service.ts:402
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,audit,medium,397,397,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,transitionHandoff,src/services/group-governance-service.ts,hashText,medium,397,397,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,getHandoff,src/services/group-governance-service.ts,validateGroupJid,medium,403,403,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,getHandoff,src/services/group-governance-service.ts,validateIdentifier,medium,404,404,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,getHandoff,src/services/group-governance-service.ts,expireStaleState,medium,405,405,src/services/group-governance-service.ts:735
src/services/group-governance-service.ts,getHandoff,unresolved:this.clock,this.clock,low,405,405,
src/services/group-governance-service.ts,getHandoff,unresolved:this.database().prepare('SELECT * FROM governance_handoffs WHERE id = ? AND group_jid = ?').get,this.database().prepare('SELECT * FROM governance_handoffs WHERE id = ? AND group_jid = ?').get,low,406,406,
src/services/group-governance-service.ts,getHandoff,unresolved:this.database().prepare,this.database().prepare,low,406,406,
src/services/group-governance-service.ts,getHandoff,src/services/group-governance-service.ts,database,medium,406,406,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,getHandoff,src/services/group-governance-service.ts,mapHandoff,medium,407,407,src/services/group-governance-service.ts:787
src/services/group-governance-service.ts,listHandoffs,src/services/group-governance-service.ts,validateGroupJid,medium,411,411,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,listHandoffs,src/services/group-governance-service.ts,validateLimit,medium,412,412,src/services/group-governance-service.ts:825
src/services/group-governance-service.ts,listHandoffs,src/services/group-governance-service.ts,expireStaleState,medium,413,413,src/services/group-governance-service.ts:735
src/services/group-governance-service.ts,listHandoffs,unresolved:this.clock,this.clock,low,413,413,
src/services/group-governance-service.ts,listHandoffs,"unresolved:this.database().prepare('SELECT * FROM governance_handoffs WHERE group_jid = ? ORDER BY updated_at DESC, id DESC LIMIT ?').all","this.database().prepare('SELECT * FROM governance_handoffs WHERE group_jid = ? ORDER BY updated_at DESC, id DESC LIMIT ?').all",low,414,414,
src/services/group-governance-service.ts,listHandoffs,unresolved:this.database().prepare,this.database().prepare,low,414,414,
src/services/group-governance-service.ts,listHandoffs,src/services/group-governance-service.ts,database,medium,414,414,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,listHandoffs,unresolved:rows.map,rows.map,low,415,415,
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,validateGroupJid,medium,419,419,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,validateJid,medium,420,420,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,recordJoinRequest,unresolved:randomUUID,randomUUID,low,421,421,
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,validateIdentifier,medium,422,422,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,recordJoinRequest,unresolved:this.clock,this.clock,low,423,423,
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,isFeatureEnabled,medium,424,424,src/services/group-governance-service.ts:284
src/services/group-governance-service.ts,recordJoinRequest,"unresolved:this.database().prepare('INSERT OR IGNORE INTO governance_join_requests (id, group_jid, requester_jid, status, revision, requested_at, decided_by_hash, decided_at) VALUES (?, ?, ?, \'pending\', 1, ?, NULL, NULL)').run","this.database().prepare('INSERT OR IGNORE INTO governance_join_requests (id, group_jid, requester_jid, status, revision, requested_at, decided_by_hash, decided_at) VALUES (?, ?, ?, \'pending\', 1, ?, NULL, NULL)').run",low,425,425,
src/services/group-governance-service.ts,recordJoinRequest,unresolved:this.database().prepare,this.database().prepare,low,425,425,
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,database,medium,425,425,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,getJoinRequest,medium,426,426,src/services/group-governance-service.ts:431
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,audit,medium,427,427,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,recordJoinRequest,src/services/group-governance-service.ts,hashText,medium,427,427,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,getJoinRequest,src/services/group-governance-service.ts,validateGroupJid,medium,432,432,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,getJoinRequest,src/services/group-governance-service.ts,validateIdentifier,medium,433,433,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,getJoinRequest,unresolved:this.database().prepare('SELECT * FROM governance_join_requests WHERE id = ? AND group_jid = ?').get,this.database().prepare('SELECT * FROM governance_join_requests WHERE id = ? AND group_jid = ?').get,low,434,434,
src/services/group-governance-service.ts,getJoinRequest,unresolved:this.database().prepare,this.database().prepare,low,434,434,
src/services/group-governance-service.ts,getJoinRequest,src/services/group-governance-service.ts,database,medium,434,434,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,getJoinRequest,src/services/group-governance-service.ts,mapJoinRequest,medium,435,435,src/services/group-governance-service.ts:791
src/services/group-governance-service.ts,listJoinRequests,src/services/group-governance-service.ts,validateGroupJid,medium,439,439,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,listJoinRequests,src/services/group-governance-service.ts,validateLimit,medium,440,440,src/services/group-governance-service.ts:825
src/services/group-governance-service.ts,listJoinRequests,"unresolved:['pending', 'approving', 'approved', 'rejected'].includes","['pending', 'approving', 'approved', 'rejected'].includes",low,441,441,
src/services/group-governance-service.ts,listJoinRequests,"unresolved:this.database().prepare('SELECT * FROM governance_join_requests WHERE group_jid = ? AND (? IS NULL OR status = ?) ORDER BY requested_at DESC, id DESC LIMIT ?').all","this.database().prepare('SELECT * FROM governance_join_requests WHERE group_jid = ? AND (? IS NULL OR status = ?) ORDER BY requested_at DESC, id DESC LIMIT ?').all",low,442,442,
src/services/group-governance-service.ts,listJoinRequests,unresolved:this.database().prepare,this.database().prepare,low,442,442,
src/services/group-governance-service.ts,listJoinRequests,src/services/group-governance-service.ts,database,medium,442,442,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,listJoinRequests,unresolved:rows.map,rows.map,low,443,443,
src/services/group-governance-service.ts,approveJoinRequest,unresolved:this.clock,this.clock,low,446,446,
src/services/group-governance-service.ts,approveJoinRequest,src/services/group-governance-service.ts,planAndExecuteAccessOperation,medium,447,447,src/services/group-governance-service.ts:505
src/services/group-governance-service.ts,rejectJoinRequest,unresolved:this.clock,this.clock,low,450,450,
src/services/group-governance-service.ts,rejectJoinRequest,src/services/group-governance-service.ts,planAndExecuteAccessOperation,medium,451,451,src/services/group-governance-service.ts:505
src/services/group-governance-service.ts,previewInviteRevoke,unresolved:this.clock,this.clock,low,454,454,
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,validateGroupJid,medium,455,455,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,validateJid,medium,456,456,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,authorize,medium,457,457,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,previewInviteRevoke,unresolved:randomUUID,randomUUID,low,459,459,
src/services/group-governance-service.ts,previewInviteRevoke,unresolved:randomUUID,randomUUID,low,460,460,
src/services/group-governance-service.ts,previewInviteRevoke,"unresolved:this.database().prepare('INSERT INTO governance_invite_confirmations (confirmation_id, group_hash, actor_hash, confirmation_hash, status, expires_at, created_at) VALUES (?, ?, ?, ?, \'pending\', ?, ?)').run","this.database().prepare('INSERT INTO governance_invite_confirmations (confirmation_id, group_hash, actor_hash, confirmation_hash, status, expires_at, created_at) VALUES (?, ?, ?, ?, \'pending\', ?, ?)').run",low,462,462,
src/services/group-governance-service.ts,previewInviteRevoke,unresolved:this.database().prepare,this.database().prepare,low,462,462,
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,database,medium,462,462,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,hashText,medium,462,462,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,hashText,medium,462,462,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,hashText,medium,462,462,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,audit,medium,463,463,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,previewInviteRevoke,src/services/group-governance-service.ts,hashText,medium,463,463,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,confirmInviteRevoke,unresolved:this.clock,this.clock,low,467,467,
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,validateGroupJid,medium,468,468,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,validateJid,medium,469,469,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,validateJid,medium,470,470,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,validateText,medium,471,471,src/services/group-governance-service.ts:816
src/services/group-governance-service.ts,confirmInviteRevoke,unresolved:this.database().prepare('SELECT * FROM governance_invite_confirmations WHERE group_hash = ? AND actor_hash = ? AND confirmation_hash = ? AND status = \'pending\' ORDER BY created_at DESC LIMIT 1').get,this.database().prepare('SELECT * FROM governance_invite_confirmations WHERE group_hash = ? AND actor_hash = ? AND confirmation_hash = ? AND status = \'pending\' ORDER BY created_at DESC LIMIT 1').get,low,472,472,
src/services/group-governance-service.ts,confirmInviteRevoke,unresolved:this.database().prepare,this.database().prepare,low,472,472,
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,database,medium,472,472,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,hashText,medium,472,472,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,hashText,medium,472,472,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,hashText,medium,472,472,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,confirmInviteRevoke,src/services/group-governance-service.ts,planAndExecuteAccessOperation,medium,475,475,src/services/group-governance-service.ts:505
src/services/group-governance-service.ts,getInviteLink,src/services/group-governance-service.ts,validateGroupJid,medium,479,479,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,getInviteLink,src/services/group-governance-service.ts,validateJid,medium,480,480,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,getInviteLink,src/services/group-governance-service.ts,authorize,medium,481,481,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,getInviteLink,unresolved:this.clock,this.clock,low,481,481,
src/services/group-governance-service.ts,getInviteLink,unresolved:whatsapp.getGroupInviteLink,whatsapp.getGroupInviteLink,low,483,483,
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,validateGroupJid,medium,487,487,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,expireStaleState,medium,488,488,src/services/group-governance-service.ts:735
src/services/group-governance-service.ts,continuityCheck,unresolved:this.clock,this.clock,low,488,488,
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,hashText,medium,489,489,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,continuityCheck,unresolved:Number,Number,low,490,490,
src/services/group-governance-service.ts,continuityCheck,unresolved:this.database().prepare(sql).get,this.database().prepare(sql).get,low,490,490,
src/services/group-governance-service.ts,continuityCheck,unresolved:this.database().prepare,this.database().prepare,low,490,490,
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,database,medium,490,490,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,count,medium,492,492,src/services/group-governance-service.ts:490
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,count,medium,493,493,src/services/group-governance-service.ts:490
src/services/group-governance-service.ts,continuityCheck,unresolved:this.clock,this.clock,low,493,493,
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,count,medium,494,494,src/services/group-governance-service.ts:490
src/services/group-governance-service.ts,continuityCheck,src/services/group-governance-service.ts,count,medium,495,495,src/services/group-governance-service.ts:490
src/services/group-governance-service.ts,getOperation,src/services/group-governance-service.ts,validateIdentifier,medium,500,500,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,getOperation,unresolved:this.database().prepare('SELECT * FROM governance_operations WHERE operation_id = ?').get,this.database().prepare('SELECT * FROM governance_operations WHERE operation_id = ?').get,low,501,501,
src/services/group-governance-service.ts,getOperation,unresolved:this.database().prepare,this.database().prepare,low,501,501,
src/services/group-governance-service.ts,getOperation,src/services/group-governance-service.ts,database,medium,501,501,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,getOperation,src/services/group-governance-service.ts,mapOperation,medium,502,502,src/services/group-governance-service.ts:795
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,validateGroupJid,medium,506,506,src/services/group-governance-service.ts:803
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,validateJid,medium,507,507,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,validateJid,medium,508,508,src/services/group-governance-service.ts:808
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,validateText,medium,509,509,src/services/group-governance-service.ts:816
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,validateIdentifier,medium,510,510,src/services/group-governance-service.ts:812
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,authorize,medium,511,511,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,getJoinRequest,medium,517,517,src/services/group-governance-service.ts:431
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare('SELECT requester_jid FROM governance_join_requests WHERE id = ? AND group_jid = ?').get,this.database().prepare('SELECT requester_jid FROM governance_join_requests WHERE id = ? AND group_jid = ?').get,low,522,522,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare,this.database().prepare,low,522,522,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,database,medium,522,522,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,527,527,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,transaction,medium,528,538,src/services/group-governance-service.ts:768
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare('SELECT * FROM governance_operations WHERE group_hash = ? AND correlation_hash = ?').get,this.database().prepare('SELECT * FROM governance_operations WHERE group_hash = ? AND correlation_hash = ?').get,low,529,529,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare,this.database().prepare,low,529,529,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,database,medium,529,529,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,529,529,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,mapOperation,medium,530,530,src/services/group-governance-service.ts:795
src/services/group-governance-service.ts,planAndExecuteAccessOperation,"unresolved:this.database().prepare(""UPDATE governance_join_requests SET status = 'approving', revision = revision + 1 WHERE id = ? AND group_jid = ? AND status = 'pending' AND (? IS NULL OR revision = ?)"").run","this.database().prepare(""UPDATE governance_join_requests SET status = 'approving', revision = revision + 1 WHERE id = ? AND group_jid = ? AND status = 'pending' AND (? IS NULL OR revision = ?)"").run",low,532,532,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare,this.database().prepare,low,532,532,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,database,medium,532,532,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:randomUUID,randomUUID,low,535,535,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,"unresolved:this.database().prepare('INSERT INTO governance_operations (operation_id, group_hash, actor_hash, operation_type, target_hash, request_id, status, correlation_hash, created_at, updated_at, expires_at, outcome_code) VALUES (?, ?, ?, ?, ?, ?, \'planned\', ?, ?, ?, ?, \'ok\')').run","this.database().prepare('INSERT INTO governance_operations (operation_id, group_hash, actor_hash, operation_type, target_hash, request_id, status, correlation_hash, created_at, updated_at, expires_at, outcome_code) VALUES (?, ?, ?, ?, ?, ?, \'planned\', ?, ?, ?, ?, \'ok\')').run",low,536,536,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.database().prepare,this.database().prepare,low,536,536,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,database,medium,536,536,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,536,536,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,536,536,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,536,536,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,getOperation,medium,537,537,src/services/group-governance-service.ts:499
src/services/group-governance-service.ts,planAndExecuteAccessOperation,unresolved:this.pending.set,this.pending.set,low,540,540,
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,audit,medium,541,541,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,hashText,medium,541,541,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,planAndExecuteAccessOperation,src/services/group-governance-service.ts,executeOperation,medium,542,542,src/services/group-governance-service.ts:545
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,getOperation,medium,546,546,src/services/group-governance-service.ts:499
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,expireOperation,medium,552,552,src/services/group-governance-service.ts:751
src/services/group-governance-service.ts,executeOperation,unresolved:this.pending.get,this.pending.get,low,555,555,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,updateOperation,medium,556,556,src/services/group-governance-service.ts:746
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,claimOperation,medium,557,557,src/services/group-governance-service.ts:741
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,getOperation,medium,558,558,src/services/group-governance-service.ts:499
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,authorize,medium,560,560,src/services/group-governance-service.ts:602
src/services/group-governance-service.ts,executeOperation,unresolved:this.pending.delete,this.pending.delete,low,562,562,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,updateOperation,medium,563,563,src/services/group-governance-service.ts:746
src/services/group-governance-service.ts,executeOperation,unresolved:this.clock,this.clock,low,563,563,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,failOperation,medium,569,569,src/services/group-governance-service.ts:637
src/services/group-governance-service.ts,executeOperation,src/framework/operations.ts,runPlatformOperation,medium,570,570,src/framework/operations.ts:30
src/services/group-governance-service.ts,executeOperation,unresolved:whatsapp.groupParticipantsUpdate!,whatsapp.groupParticipantsUpdate!,low,570,570,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,failOperation,medium,571,571,src/services/group-governance-service.ts:637
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,isTimeout,medium,571,571,src/services/group-governance-service.ts:833
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,failOperation,medium,574,574,src/services/group-governance-service.ts:637
src/services/group-governance-service.ts,executeOperation,src/framework/operations.ts,runPlatformOperation,medium,575,575,src/framework/operations.ts:30
src/services/group-governance-service.ts,executeOperation,unresolved:whatsapp.groupRevokeInvite!,whatsapp.groupRevokeInvite!,low,575,575,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,failOperation,medium,576,576,src/services/group-governance-service.ts:637
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,isTimeout,medium,576,576,src/services/group-governance-service.ts:833
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,transaction,medium,579,590,src/services/group-governance-service.ts:768
src/services/group-governance-service.ts,executeOperation,"unresolved:this.database().prepare('UPDATE governance_join_requests SET status = ?, decided_by_hash = ?, decided_at = ?, revision = revision + 1 WHERE id = ? AND group_jid = ? AND status = \'approving\'').run","this.database().prepare('UPDATE governance_join_requests SET status = ?, decided_by_hash = ?, decided_at = ?, revision = revision + 1 WHERE id = ? AND group_jid = ? AND status = \'approving\'').run",low,582,582,
src/services/group-governance-service.ts,executeOperation,unresolved:this.database().prepare,this.database().prepare,low,582,582,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,database,medium,582,582,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,hashText,medium,582,582,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,executeOperation,unresolved:this.clock,this.clock,low,582,582,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,findRequestId,medium,582,582,src/services/group-governance-service.ts:597
src/services/group-governance-service.ts,executeOperation,"unresolved:this.database().prepare(""UPDATE governance_invite_confirmations SET status = 'used' WHERE confirmation_id = ? AND status = 'pending' AND expires_at > ?"").run","this.database().prepare(""UPDATE governance_invite_confirmations SET status = 'used' WHERE confirmation_id = ? AND status = 'pending' AND expires_at > ?"").run",low,586,586,
src/services/group-governance-service.ts,executeOperation,unresolved:this.database().prepare,this.database().prepare,low,586,586,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,database,medium,586,586,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,executeOperation,unresolved:this.clock,this.clock,low,586,586,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,updateOperation,medium,589,589,src/services/group-governance-service.ts:746
src/services/group-governance-service.ts,executeOperation,unresolved:this.clock,this.clock,low,589,589,
src/services/group-governance-service.ts,executeOperation,unresolved:this.pending.delete,this.pending.delete,low,591,591,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,updateOperation,medium,592,592,src/services/group-governance-service.ts:746
src/services/group-governance-service.ts,executeOperation,unresolved:this.clock,this.clock,low,592,592,
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,audit,medium,593,593,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,executeOperation,src/services/group-governance-service.ts,hashText,medium,593,593,src/services/group-governance-service.ts:829
src/services/group-governance-service.ts,findRequestId,unresolved:this.database().prepare('SELECT request_id FROM governance_operations WHERE operation_id = ?').get,this.database().prepare('SELECT request_id FROM governance_operations WHERE operation_id = ?').get,low,598,598,
src/services/group-governance-service.ts,findRequestId,unresolved:this.database().prepare,this.database().prepare,low,598,598,
src/services/group-governance-service.ts,findRequestId,src/services/group-governance-service.ts,database,medium,598,598,src/services/group-governance-service.ts:772
src/services/group-governance-service.ts,authorize,src/services/group-governance-service.ts,isFeatureEnabled,medium,603,603,src/services/group-governance-service.ts:284
src/services/group-governance-service.ts,authorize,src/services/group-governance-service.ts,audit,medium,604,604,src/services/group-governance-service.ts:760
src/services/group-governance-service.ts,authorize,src/services/platform-guardrail-service.ts,evaluatePolicy,medium,607,607,src/services/platform-guardrail-service.ts:134
